15/06/12,15:34:59,0,0,1,72.3,0
15/06/12,15:35:41,0,0,1,72.4,0
15/06/12,15:36:23,0,0,1,74,0
15/06/12,15:37:05,0,0,1,76.6,0
15/06/12,15:37:47,0,0,1,79.1,0
15/06/12,15:38:29,0,0,1,80.2,0
15/06/12,15:39:11,0,0,1,82.1,0
15/06/12,15:39:53,0,0,1,83,0
15/06/12,15:40:35,0,0,1,83.5,0
15/06/12,15:41:17,0,0,1,83.9,0
